,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,change,changepct,volume,color,name,exp_type,user_id,exp_seq
1743,17,NFLX,0,1,0,0,0,-1,0.09108498350472087,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,3,1
1744,3,AMZN,0,1,0,0,0,-1,0.07828841886599218,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,3,1
1745,11,IONQ,0,1,0,0,0,-1,0.05928480039624169,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,3,1
1746,19,NKE,0,1,0,0,0,-1,0.052157721837964896,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,3,1
1747,2,GOOG,0,1,0,0,0,-1,0.050422243612020516,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,3,1
1748,14,PG,0,1,0,0,0,-1,0.04375018554205759,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,3,1
1749,1,MSFT,0,1,0,0,0,-1,0.039215376387234636,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,3,1
1750,4,LCID,0,1,0,0,0,-1,0.018792372141451,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,3,1
1751,18,PFE,0,1,0,0,0,-1,0.006116015532737443,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,3,1
1752,3,AMZN,1,1,3,0,0,1,0.7850016036019247,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,3,2
1753,13,BAC,1,1,2,0,0,0,0.7797974072225976,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,3,2
1754,5,NVDA,1,1,3,0,0,0,0.6512256157170132,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,3,2
1755,12,WMT,1,1,0,3,0,1,0.5458077211397583,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,3,2
1756,19,NKE,1,1,2,0,0,1,0.40311896396154256,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,3,2
1757,16,ADBE,0,2,0,0,0,-1,0.3979582648253603,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,3,2
1758,17,NFLX,0,2,0,0,0,-1,0.34257290875612284,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,3,2
1759,9,HD,0,2,0,0,0,-1,0.22670321704591015,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,3,2
1760,6,XOM,0,2,0,0,0,-1,0.21487634102552333,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,3,2
1761,100,FB,0,0,0,0,2,-1,0.21434666933010854,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,3,2
1762,0,AAPL,1,1,0,2,0,0,0.20950706610748293,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,3,2
1763,103,RBLX,0,1,0,0,1,-1,0.20298541231318573,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Partial Features,3,2
1764,2,GOOG,0,2,0,0,0,-1,0.1891564770582244,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,3,2
1765,110,ASML,0,0,0,0,2,-1,0.1511737420351554,781.84,9.23,1.19,602664,#E24A4A,ASML Holding NV,Ranked Partial Features,3,2
1766,14,PG,0,2,0,0,0,-1,0.13023579974931618,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,3,2
1767,8,V,0,2,0,0,0,-1,0.10199789093354933,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,3,2
1768,4,LCID,0,2,0,0,0,-1,0.09968520374548702,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,3,2
1769,113,AMD,0,1,0,0,1,-1,0.08391624324449459,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Partial Features,3,2
1770,1,MSFT,0,2,0,0,0,-1,0.0717966180786553,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,3,2
1771,18,PFE,0,2,0,0,0,-1,0.03760090356105912,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,3,2
1772,11,IONQ,0,2,0,0,0,-1,0.022452833283990992,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,3,2
1773,10,JNJ,0,2,0,0,0,-1,0.013534784695799228,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,3,2
1774,15,MA,0,2,0,0,0,-1,0.012103561378134684,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,3,2
1775,7,JPM,0,2,0,0,0,-1,0.011799121266463741,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,3,2
1776,106,U,0,0,0,0,3,-1,0.8141818843942444,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,3,3
1777,3,AMZN,1,2,3,0,0,1,0.6717725255122455,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,3,3
1778,11,IONQ,1,2,0,2,0,2,0.6561583897902878,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,3,3
1779,12,WMT,1,2,0,3,0,1,0.5348286549290314,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,3,3
1780,1,MSFT,1,2,2,0,0,2,0.5077837429291824,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,3,3
1781,5,NVDA,1,2,3,0,0,0,0.42260554026409103,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,3,3
1782,113,AMD,0,2,0,0,1,-1,0.40317953644241533,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Partial Features,3,3
1783,13,BAC,1,2,2,0,0,0,0.39889207726925735,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,3,3
1784,100,FB,0,1,0,0,2,-1,0.3941705684301764,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,3,3
1785,0,AAPL,1,2,0,2,0,0,0.3375950445303717,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,3,3
1786,103,RBLX,0,2,0,0,1,-1,0.31363672367106515,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Partial Features,3,3
1787,2,GOOG,0,3,0,0,0,-1,0.2599408750883156,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,3,3
1788,114,BABA,0,0,0,0,3,-1,0.2510708204360107,125.06,1.15,0.93,15008280,#E24A4A,Alibaba Group Holding Ltd - ADR,Ranked Partial Features,3,3
1789,4,LCID,0,3,0,0,0,-1,0.24343127852065166,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,3,3
1790,18,PFE,0,3,0,0,0,-1,0.2400609258908272,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,3,3
1791,15,MA,0,3,0,0,0,-1,0.2277563711248495,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,3,3
1792,9,HD,1,2,0,1,0,2,0.2129748263441116,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,3,3
1793,16,ADBE,0,3,0,0,0,-1,0.12781127707254716,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,3,3
1794,19,NKE,1,2,2,0,0,1,0.11560907054352765,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,3,3
1795,7,JPM,0,3,0,0,0,-1,0.10697536568208783,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,3,3
1796,110,ASML,0,1,0,0,2,-1,0.1056386399996915,781.84,9.23,1.19,602664,#E24A4A,ASML Holding NV,Ranked Partial Features,3,3
1797,14,PG,0,3,0,0,0,-1,0.09254296165581884,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,3,3
1798,17,NFLX,0,3,0,0,0,-1,0.06951185544074563,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,3,3
1799,6,XOM,0,3,0,0,0,-1,0.032054057453431976,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,3,3
1800,8,V,0,3,0,0,0,-1,0.026735192923806727,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,3,3
1801,10,JNJ,0,3,0,0,0,-1,0.00030397975969008814,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,3,3
1802,112,ABNB,0,0,0,0,4,-1,0.9610911545635672,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Partial Features,3,4
1803,13,BAC,1,3,2,0,0,0,0.5680152672084628,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,3,4
1804,9,HD,1,3,0,1,0,2,0.5469231976957676,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,3,4
1805,19,NKE,1,3,2,0,0,1,0.4598586620990353,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,3,4
1806,12,WMT,1,3,0,3,0,1,0.4546444093532113,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,3,4
1807,114,BABA,0,1,0,0,3,-1,0.4267161790314875,125.06,1.15,0.93,15008280,#E24A4A,Alibaba Group Holding Ltd - ADR,Ranked Partial Features,3,4
1808,5,NVDA,2,2,5,0,0,3,0.4092347361949765,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,3,4
1809,1,MSFT,1,3,2,0,0,2,0.394942395719864,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,3,4
1810,0,AAPL,1,3,0,2,0,0,0.34495844879300663,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,3,4
1811,3,AMZN,1,3,3,0,0,1,0.31747797785653303,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,3,4
1812,10,JNJ,1,3,0,3,0,3,0.2684337590288336,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,3,4
1813,102,RIVN,0,0,0,0,4,-1,0.25693700262057023,114.66,-0.74,-0.64,8387504,#3485FF,Rivian Automotive Inc,Ranked Partial Features,3,4
1814,17,NFLX,0,4,0,0,0,-1,0.22164339853233292,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,3,4
1815,11,IONQ,1,3,0,2,0,2,0.22021849087434456,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,3,4
1816,4,LCID,1,3,0,0,0,3,0.18059467371771204,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,3,4
1817,16,ADBE,0,4,0,0,0,-1,0.16836135130400742,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,3,4
1818,113,AMD,0,3,0,0,1,-1,0.14292267152442514,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Partial Features,3,4
1819,14,PG,0,4,0,0,0,-1,0.12301443611541778,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,3,4
1820,18,PFE,0,4,0,0,0,-1,0.10033344439525888,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,3,4
1821,103,RBLX,0,3,0,0,1,-1,0.05364241606613284,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Partial Features,3,4
1822,106,U,0,1,0,0,3,-1,0.040492587907791255,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,3,4
1823,8,V,0,4,0,0,0,-1,0.036620591726490334,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,3,4
1824,6,XOM,0,4,0,0,0,-1,0.027293756999472955,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,3,4
1825,7,JPM,0,4,0,0,0,-1,0.026648496795613062,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,3,4
1826,110,ASML,0,2,0,0,2,-1,0.025901169899843517,781.84,9.23,1.19,602664,#E24A4A,ASML Holding NV,Ranked Partial Features,3,4
1827,15,MA,0,4,0,0,0,-1,0.022882669105894773,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,3,4
1828,2,GOOG,0,4,0,0,0,-1,0.01730698303221667,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,3,4
1829,100,FB,0,2,0,0,2,-1,0.017234741591044447,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,3,4
1830,112,ABNB,0,1,0,0,4,-1,0.6528216658353357,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Partial Features,3,5
1831,16,ADBE,0,5,0,0,0,-1,0.5711052339964494,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,3,5
1832,10,JNJ,1,4,0,3,0,3,0.5199255355732354,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,3,5
1833,1,MSFT,1,4,2,0,0,2,0.4638456530563804,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,3,5
1834,100,FB,0,3,0,0,2,-1,0.4291770070297111,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,3,5
1835,3,AMZN,1,4,3,0,0,1,0.3936503074894845,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,3,5
1836,19,NKE,2,3,2,5,0,4,0.3925863470432005,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,3,5
1837,4,LCID,1,4,0,0,0,3,0.3568968431558502,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,3,5
1838,118,SBUX,0,0,0,0,5,-1,0.25523284679667346,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Partial Features,3,5
1839,5,NVDA,2,3,5,0,0,3,0.2471794634406653,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,3,5
1840,110,ASML,0,3,0,0,2,-1,0.24197997998517876,781.84,9.23,1.19,602664,#E24A4A,ASML Holding NV,Ranked Partial Features,3,5
1841,6,XOM,1,4,2,0,0,4,0.2109973847336195,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,3,5
1842,8,V,1,4,0,2,0,4,0.20849223855129867,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,3,5
1843,106,U,0,2,0,0,3,-1,0.19342553868909465,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,3,5
1844,0,AAPL,1,4,0,2,0,0,0.1816391518602329,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,3,5
1845,12,WMT,1,4,0,3,0,1,0.1765475822734067,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,3,5
1846,13,BAC,1,4,2,0,0,0,0.16816538463779612,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,3,5
1847,101,UNH,0,0,0,0,5,-1,0.14757388589771991,478.23,4.91,1.04,2572300,#E24A4A,UnitedHealth Group Inc,Ranked Partial Features,3,5
1848,11,IONQ,1,4,0,2,0,2,0.13817098214552814,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,3,5
1849,9,HD,1,4,0,1,0,2,0.1122572065484644,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,3,5
1850,17,NFLX,0,5,0,0,0,-1,0.08377168700995254,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,3,5
1851,102,RIVN,0,1,0,0,4,-1,0.06458756430534025,114.66,-0.74,-0.64,8387504,#3485FF,Rivian Automotive Inc,Ranked Partial Features,3,5
1852,7,JPM,0,5,0,0,0,-1,0.05512035884664925,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,3,5
1853,103,RBLX,0,4,0,0,1,-1,0.038146500462431364,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Partial Features,3,5
1854,2,GOOG,0,5,0,0,0,-1,0.028643495939072325,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,3,5
1855,113,AMD,0,4,0,0,1,-1,0.028318754529213737,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Partial Features,3,5
1856,114,BABA,0,2,0,0,3,-1,0.025953127851464784,125.06,1.15,0.93,15008280,#E24A4A,Alibaba Group Holding Ltd - ADR,Ranked Partial Features,3,5
1857,15,MA,0,5,0,0,0,-1,0.02304753250098386,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,3,5
1858,14,PG,0,5,0,0,0,-1,0.01010345284760474,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,3,5
1859,18,PFE,0,5,0,0,0,-1,0.007882015774293072,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,3,5
1860,106,U,0,0,0,0,1,-1,0.7874086050559183,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,4,1
1861,100,FB,0,0,0,0,1,-1,0.7469273556000516,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,4,1
1862,15,MA,1,0,0,1,0,0,0.6667996895611091,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,4,1
1863,2,GOOG,0,1,0,0,0,-1,0.5624243319137449,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,4,1
1864,5,NVDA,1,0,1,0,0,0,0.4996905731216634,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,4,1
1865,19,NKE,0,1,0,0,0,-1,0.4518826247078948,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,4,1
1866,16,ADBE,0,1,0,0,0,-1,0.3898744930275935,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,4,1
1867,13,BAC,0,1,0,0,0,-1,0.3576835124967534,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,4,1
1868,3,AMZN,0,1,0,0,0,-1,0.3509434688016476,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,4,1
1869,17,NFLX,0,1,0,0,0,-1,0.3405814077913245,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,4,1
1870,11,IONQ,0,1,0,0,0,-1,0.3365096591814073,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,4,1
1871,10,JNJ,0,1,0,0,0,-1,0.32976495054587146,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,4,1
1872,0,AAPL,1,0,0,1,0,0,0.2766344366212419,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,4,1
1873,12,WMT,0,1,0,0,0,-1,0.2534591854736488,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,4,1
1874,7,JPM,0,1,0,0,0,-1,0.19545698664310626,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,4,1
1875,6,XOM,0,1,0,0,0,-1,0.17322214130022978,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,4,1
1876,14,PG,0,1,0,0,0,-1,0.16542654308974108,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,4,1
1877,9,HD,0,1,0,0,0,-1,0.16139457686172914,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,4,1
1878,18,PFE,0,1,0,0,0,-1,0.14416738394779774,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,4,1
1879,8,V,0,1,0,0,0,-1,0.1106885907334954,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,4,1
1880,4,LCID,0,1,0,0,0,-1,0.018682870244545697,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,4,1
1881,1,MSFT,0,1,0,0,0,-1,0.018642571369825903,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,4,1
1882,0,AAPL,2,0,1,1,0,1,0.9074055638719588,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,4,2
1883,15,MA,1,1,0,1,0,0,0.6203133718828348,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,4,2
1884,118,SBUX,0,0,0,0,2,-1,0.6115869047352959,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Partial Features,4,2
1885,5,NVDA,2,0,2,0,0,1,0.4629709526658361,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,4,2
1886,19,NKE,0,2,0,0,0,-1,0.4418332697111975,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,4,2
1887,6,XOM,0,2,0,0,0,-1,0.3509939114831484,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Partial Features,4,2
1888,16,ADBE,0,2,0,0,0,-1,0.27344925724194946,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Partial Features,4,2
1889,8,V,0,2,0,0,0,-1,0.2681800877990945,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Partial Features,4,2
1890,12,WMT,1,1,0,0,0,1,0.24589055099535514,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,4,2
1891,9,HD,0,2,0,0,0,-1,0.2038683076906692,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Partial Features,4,2
1892,10,JNJ,0,2,0,0,0,-1,0.20323737069719885,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Partial Features,4,2
1893,13,BAC,0,2,0,0,0,-1,0.18313855884358046,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,4,2
1894,104,DIS,0,0,0,0,2,-1,0.15232705837630053,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Partial Features,4,2
1895,1,MSFT,1,1,0,1,0,1,0.1448401608128996,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,4,2
1896,3,AMZN,0,2,0,0,0,-1,0.1382755033601252,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Partial Features,4,2
1897,17,NFLX,0,2,0,0,0,-1,0.1128191570509438,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Partial Features,4,2
1898,14,PG,0,2,0,0,0,-1,0.10296701798700356,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,4,2
1899,11,IONQ,0,2,0,0,0,-1,0.09220409767132208,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Partial Features,4,2
1900,2,GOOG,0,2,0,0,0,-1,0.0856898994846155,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Partial Features,4,2
1901,106,U,0,1,0,0,1,-1,0.04282010586787886,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,4,2
1902,18,PFE,0,2,0,0,0,-1,0.03719318938499317,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Partial Features,4,2
1903,7,JPM,0,2,0,0,0,-1,0.01599514070044625,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,4,2
1904,4,LCID,0,2,0,0,0,-1,0.007146016507164885,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Partial Features,4,2
1905,100,FB,0,1,0,0,1,-1,0.005291909722925209,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,4,2
1906,112,ABNB,0,0,0,0,3,-1,0.8580504104904085,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Partial Features,4,3
1907,15,MA,2,1,0,2,0,2,0.8391513193735608,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Partial Features,4,3
1908,0,AAPL,3,0,2,1,0,2,0.7541729116513428,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Partial Features,4,3
1909,116,TSM,0,0,0,0,3,-1,0.6512152946987968,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Partial Features,4,3
1910,5,NVDA,2,1,2,0,0,1,0.5717608530159108,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Partial Features,4,3
1911,118,SBUX,0,1,0,0,2,-1,0.4036390943488247,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Partial Features,4,3
1912,1,MSFT,1,2,0,1,0,1,0.3386626418742633,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Partial Features,4,3
1913,100,FB,0,2,0,0,1,-1,0.28872695058580017,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Partial Features,4,3
1914,13,BAC,1,2,1,0,0,2,0.2837194931246827,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Partial Features,4,3
1915,12,WMT,1,2,0,0,0,1,0.278486832862437,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Partial Features,4,3
1916,14,PG,0,3,0,0,0,-1,0.2732939843383785,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Partial Features,4,3
1917,7,JPM,0,3,0,0,0,-1,0.2559645425255873,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Partial Features,4,3
1918,106,U,0,2,0,0,1,-1,0.2463555577607466,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Partial Features,4,3
1919,19,NKE,0,3,0,0,0,-1,0.17109710468258987,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Partial Features,4,3
